"area" "region" "zone" "meters" "direction" "con" "floor" "year" "school" "subway" "tax" "num" "price" "meters_cg" "year_cg" "num_cg" "price_cg"
"通州" "怡佳家园" "2室1厅" 97 "东北" "新华大街二手房" "高楼层" 2003 "无学区" "无地铁" "满五年唯一" 320 32990 "50~100" "00~05" "3~4" "3~4万"
"海淀" "北京市人民检察院宿舍" "2室1厅" 57 "南" "紫竹桥二手房" "中楼层" 1985 "有学区" "有地铁" "满五年唯一" 330 57094 "50~100" "<1990" "3~4" "5~6万"
"大兴" "大城小镇" "2室1厅" 95 "南北" "旧宫二手房" "高楼层" 2007 "无学区" "无地铁" "满五年唯一" 265 27860 "50~100" "05~10" "2~3" "2~3万"
"顺义" "石园东苑" "1室1厅" 73 "南北" "顺义城二手房" "高楼层" 2000 "无学区" "无地铁" "满五年唯一" 150 20467 "50~100" "00~05" "1~2" "2~3万"
"朝阳" "安慧东里" "2室1厅" 55 "南北东" "亚运村小营二手房" "高楼层" 1994 "有学区" "有地铁" "满五年唯一" 225 40614 "50~100" "90~95" "2~3" "4~5万"
"顺义" "石园东区" "2室1厅" 69 "南北" "顺义城二手房" "高楼层" 1994 "无学区" "无地铁" "满五年唯一" 152 21994 "50~100" "90~95" "1~2" "2~3万"
"西城" "展览路" "2室1厅" 58 "南北" "阜成门二手房" "低楼层" 1988 "有学区" "无地铁" "非免税" 370 63684 "50~100" "<1990" "3~4" "6~7万"
"昌平" "天通苑中苑" "3室2厅" 125 "南北" "天通苑二手房" "中楼层" 2008 "无学区" "无地铁" "满五年唯一" 270 21449 "100~150" "05~10" "2~3" "2~3万"
"顺义" "石园南区" "3室1厅" 154 "南北" "顺义城二手房" "高楼层" 2006 "无学区" "无地铁" "满五年唯一" 360 23377 "150~200" "05~10" "3~4" "2~3万"
"大兴" "郁花园一里" "2室2厅" 73 "南北" "黄村北二手房" "中楼层" 1996 "无学区" "有地铁" "非免税" 193 26288 "50~100" "95~00" "1~2" "2~3万"
"丰台" "丽泽雅园" "2室2厅" 105 "南西" "马连道二手房" "中楼层" 2006 "无学区" "有地铁" "满五年唯一" 410 39048 "100~150" "05~10" "4~5" "3~4万"
"朝阳" "工体西里" "3室1厅" 77 "东西" "工体二手房" "高楼层" 1994 "无学区" "有地铁" "满五年唯一" 340 43685 "50~100" "90~95" "3~4" "4~5万"
"西城" "宣武门外东里" "3室0厅" 66 "南北" "宣武门二手房" "低楼层" 1975 "有学区" "无地铁" "非免税" 395 59849 "50~100" "<1990" "3~4" "5~6万"
"朝阳" "南湖渠西里" "2室1厅" 64 "南北" "望京二手房" "中楼层" 1987 "无学区" "无地铁" "满五年唯一" 248 38225 "50~100" "<1990" "2~3" "3~4万"
"昌平" "昌盛园一区" "3室1厅" 123 "南北" "东关二手房" "高楼层" 2005 "无学区" "无地铁" "满五年唯一" 225 18190 "100~150" "05~10" "2~3" "1~2万"
"东城" "左安浦园" "2室1厅" 85 "西北" "左安门二手房" "低楼层" 2004 "有学区" "无地铁" "非免税" 342 39968 "50~100" "00~05" "3~4" "3~4万"
"海淀" "西土城路2号院" "2室1厅" 59 "南" "北太平庄二手房" "中楼层" 1998 "无学区" "有地铁" "非免税" 345 58475 "50~100" "95~00" "3~4" "5~6万"
"朝阳" "康家园" "2室1厅" 61 "南北" "甘露园二手房" "高楼层" 1994 "无学区" "无地铁" "满五年唯一" 193 31604 "50~100" "90~95" "1~2" "3~4万"
"朝阳" "富力城D区" "4室2厅" 256 "南北东" "双井二手房" "低楼层" 2009 "有学区" "有地铁" "满五年唯一" 1792 70000 ">200" "05~10" ">10" "6~7万"
"朝阳" "珠江绿洲" "3室2厅" 138 "西北" "双桥二手房" "低楼层" 2000 "有学区" "有地铁" "满五年唯一" 320 23042 "100~150" "00~05" "3~4" "2~3万"
"石景山" "京汉旭城" "2室1厅" 86 "南北" "鲁谷二手房" "低楼层" 2005 "无学区" "无地铁" "满五年唯一" 350 40365 "50~100" "05~10" "3~4" "4~5万"
"丰台" "韩庄子四里" "2室1厅" 57 "南北" "看丹桥二手房" "高楼层" 1992 "无学区" "有地铁" "满五年唯一" 172 30076 "50~100" "90~95" "1~2" "3~4万"
"朝阳" "大西洋新城A区" "4室2厅" 194 "南北" "望京二手房" "低楼层" 1999 "有学区" "有地铁" "满五年唯一" 900 46171 "150~200" "95~00" "8~9" "4~5万"
"通州" "尚东庭" "4室2厅" 187 "南北" "潞苑二手房" "低楼层" 2008 "无学区" "无地铁" "满五年唯一" 470 25134 "150~200" "05~10" "4~5" "2~3万"
"丰台" "天伦锦城" "2室1厅" 88 "东西" "花乡二手房" "低楼层" 2004 "无学区" "无地铁" "满五年唯一" 230 26069 "50~100" "00~05" "2~3" "2~3万"
"海淀" "昌运宫" "3室1厅" 72 "东北" "紫竹桥二手房" "低楼层" 1990 "有学区" "无地铁" "满五年唯一" 360 49587 "50~100" "90~95" "3~4" "4~5万"
"朝阳" "银领国际" "2室1厅" 112 "南北" "望京二手房" "低楼层" 2004 "无学区" "有地铁" "满五年唯一" 430 38057 "100~150" "00~05" "4~5" "3~4万"
"丰台" "兆丰园" "3室2厅" 142 "西北" "青塔二手房" "中楼层" 2000 "无学区" "无地铁" "非免税" 330 23238 "100~150" "00~05" "3~4" "2~3万"
"东城" "新永外文化用品商城" "1室1厅" 37 "北" "西罗园二手房" "中楼层" 1995 "无学区" "有地铁" "非免税" 140 37534 "0~50" "95~00" "1~2" "3~4万"
"西城" "三庙街" "1室1厅" 46 "东" "二手房" "高楼层" 1992 "有学区" "有地铁" "非免税" 326 69898 "0~50" "90~95" "3~4" "6~7万"
"海淀" "大泥湾" "2室1厅" 58 "南北" "中关村二手房" "低楼层" 1990 "有学区" "有地铁" "非免税" 400 68074 "50~100" "90~95" "3~4" "6~7万"
"朝阳" "懿品阁" "1室0厅" 37 "东" "南沙滩二手房" "中楼层" 2006 "无学区" "无地铁" "非免税" 150 39694 "0~50" "05~10" "1~2" "3~4万"
"西城" "红莲中里" "2室1厅" 54 "东南" "马连道二手房" "低楼层" 1987 "有学区" "有地铁" "非免税" 230 42140 "50~100" "<1990" "2~3" "4~5万"
"朝阳" "百子湾家园一区" "1室1厅" 64 "东北" "百子湾二手房" "中楼层" 2004 "无学区" "无地铁" "非免税" 200 31250 "50~100" "00~05" "1~2" "3~4万"
"丰台" "晓月苑一里" "3室1厅" 84 "南北" "卢沟桥二手房" "高楼层" 1998 "无学区" "无地铁" "非免税" 195 22947 "50~100" "95~00" "1~2" "2~3万"
"燕郊" "星河皓月" "2室2厅" 100 "南北" "燕郊城区二手房" "中楼层" 2008 "无学区" "无地铁" "非免税" 149 14865 "50~100" "05~10" "1~2" "1~2万"
"海淀" "天秀花园安和园" "2室1厅" 70 "南北" "马连洼二手房" "高楼层" 2000 "无学区" "无地铁" "非免税" 420 59804 "50~100" "00~05" "4~5" "5~6万"
"朝阳" "晶都国际" "1室0厅" 56 "东北" "酒仙桥二手房" "中楼层" 2006 "无学区" "有地铁" "非免税" 168 29552 "50~100" "05~10" "1~2" "2~3万"
"东城" "禾风相府" "3室1厅" 113 "东西" "金宝街二手房" "高楼层" 2005 "无学区" "有地铁" "非免税" 999 88408 "100~150" "05~10" "9~10" "8~9万"
"朝阳" "华远九都汇" "1室2厅" 91 "南" "燕莎二手房" "中楼层" 2011 "无学区" "有地铁" "非免税" 380 41717 "50~100" "10~15" "3~4" "4~5万"
"顺义" "东亚创展国际" "0室1厅" 38 "东" "后沙峪二手房" "高楼层" 2013 "无学区" "无地铁" "非免税" 90 23685 "0~50" "10~15" "0~1" "2~3万"
"海淀" "橡树湾" "3室1厅" 139 "东西" "清河二手房" "低楼层" 2012 "无学区" "无地铁" "非免税" 780 56116 "100~150" "10~15" "7~8" "5~6万"
"房山" "加州水郡一期" "6室3厅" 301 "南北" "长阳二手房" "低楼层" 2006 "无学区" "无地铁" "非免税" 850 28240 ">200" "05~10" "8~9" "2~3万"
"燕郊" "华泰靖湘园" "2室1厅" 97 "西南" "燕郊城区二手房" "高楼层" 2011 "无学区" "无地铁" "非免税" 115 11783 "50~100" "10~15" "1~2" "1~2万"
"西城" "北京尊府" "2室2厅" 127 "东北" "金融街二手房" "高楼层" 1988 "有学区" "无地铁" "非免税" 1600 125985 "100~150" "<1990" ">10" ">10万"
"海淀" "观景园" "2室1厅" 90 "南北" "清河二手房" "中楼层" 2008 "有学区" "无地铁" "非免税" 450 50000 "50~100" "05~10" "4~5" "4~5万"
"燕郊" "天子庄园三期" "3室2厅" 124 "南" "燕郊城区二手房" "低楼层" 2008 "无学区" "无地铁" "非免税" 110 8846 "100~150" "05~10" "1~2" "0~1万"
"海淀" "高梁桥斜街乙40号院" "3室1厅" 77 "南北" "西直门二手房" "高楼层" 1993 "有学区" "无地铁" "非免税" 400 51680 "50~100" "90~95" "3~4" "5~6万"
"朝阳" "胜古北里" "1室1厅" 38 "南北" "惠新西街二手房" "低楼层" 1992 "有学区" "有地铁" "非免税" 200 51949 "0~50" "90~95" "1~2" "5~6万"
"朝阳" "苹果派" "1室1厅" 51 "北" "常营二手房" "高楼层" 2002 "无学区" "有地铁" "非免税" 180 34709 "50~100" "00~05" "1~2" "3~4万"
"海淀" "北三环西路47号院" "2室1厅" 64 "南北" "苏州桥二手房" "低楼层" 2000 "无学区" "有地铁" "非免税" 400 62500 "50~100" "00~05" "3~4" "6~7万"
"丰台" "中海御鑫阁" "1室1厅" 42 "南" "科技园区二手房" "高楼层" 2014 "无学区" "无地铁" "非免税" 165 39286 "0~50" "10~15" "1~2" "3~4万"
"朝阳" "华源之星" "1室0厅" 53 "南" "三里屯二手房" "高楼层" 2000 "无学区" "无地铁" "非免税" 255 48114 "50~100" "00~05" "2~3" "4~5万"
"海淀" "橡树湾" "4室2厅" 194 "东南北" "清河二手房" "低楼层" 2013 "无学区" "无地铁" "非免税" 1350 69588 "150~200" "10~15" ">10" "6~7万"
"朝阳" "远洋新干线" "1室1厅" 57 "北" "燕莎二手房" "中楼层" 2005 "无学区" "有地铁" "非免税" 255 44225 "50~100" "05~10" "2~3" "4~5万"
"朝阳" "南沙滩小区" "2室1厅" 76 "东" "南沙滩二手房" "低楼层" 2000 "无学区" "有地铁" "非免税" 330 43353 "50~100" "00~05" "3~4" "4~5万"
"朝阳" "中天国际" "1室0厅" 61 "北" "南沙滩二手房" "中楼层" 2007 "无学区" "无地铁" "非免税" 230 37417 "50~100" "05~10" "2~3" "3~4万"
"朝阳" "乐想汇" "1室1厅" 76 "东" "北苑二手房" "中楼层" 2012 "无学区" "无地铁" "非免税" 220 28702 "50~100" "10~15" "2~3" "2~3万"
"朝阳" "乐想汇" "1室1厅" 54 "东" "北苑二手房" "中楼层" 2012 "无学区" "无地铁" "非免税" 160 29630 "50~100" "10~15" "1~2" "2~3万"
"朝阳" "美立方" "1室2厅" 57 "东" "北苑二手房" "高楼层" 2011 "无学区" "无地铁" "非免税" 160 27943 "50~100" "10~15" "1~2" "2~3万"
"朝阳" "悠乐汇" "1室0厅" 56 "南" "望京二手房" "中楼层" 2003 "无学区" "有地铁" "非免税" 190 33929 "50~100" "00~05" "1~2" "3~4万"
"朝阳" "大悦城公寓" "1室1厅" 92 "西南" "朝青二手房" "中楼层" 2010 "无学区" "有地铁" "非免税" 340 36957 "50~100" "10~15" "3~4" "3~4万"
"昌平" "公园两栋" "1室0厅" 28 "北" "天通苑二手房" "低楼层" 2011 "无学区" "无地铁" "非免税" 165 58929 "0~50" "10~15" "1~2" "5~6万"
"丰台" "城南大道" "1室1厅" 124 "北" "马家堡二手房" "高楼层" 2008 "无学区" "无地铁" "非免税" 320 25753 "100~150" "05~10" "3~4" "2~3万"
"朝阳" "乐想汇" "1室1厅" 71 "南" "北苑二手房" "低楼层" 2011 "无学区" "无地铁" "非免税" 170 23944 "50~100" "10~15" "1~2" "2~3万"
"海淀" "西山国际城" "1室1厅" 34 "西" "田村二手房" "低楼层" 2011 "无学区" "无地铁" "非免税" 150 43732 "0~50" "10~15" "1~2" "4~5万"
"朝阳" "北京像素南区" "2室1厅" 51 "北" "常营二手房" "低楼层" 2012 "无学区" "有地铁" "非免税" 160 31373 "50~100" "10~15" "1~2" "3~4万"
"朝阳" "美利山" "1室1厅" 50 "南" "百子湾二手房" "低楼层" 2010 "无学区" "无地铁" "非免税" 149 29570 "0~50" "10~15" "1~2" "2~3万"
"朝阳" "东亚望京中心" "1室1厅" 60 "南西" "望京二手房" "低楼层" 2008 "无学区" "无地铁" "非免税" 200 32939 "50~100" "05~10" "1~2" "3~4万"
"昌平" "首开智慧社" "2室2厅" 103 "西南" "回龙观二手房" "中楼层" 2011 "无学区" "无地铁" "非免税" 280 27185 "100~150" "10~15" "2~3" "2~3万"
"昌平" "东亚奥北中心北区" "2室1厅" 89 "南北" "立水桥二手房" "高楼层" 2008 "无学区" "无地铁" "非免税" 210 23339 "50~100" "05~10" "2~3" "2~3万"
"昌平" "SOCO公社" "1室1厅" 64 "东南" "霍营二手房" "中楼层" 2011 "无学区" "无地铁" "非免税" 165 25782 "50~100" "10~15" "1~2" "2~3万"
"丰台" "东亚三环" "1室1厅" 53 "北" "马家堡二手房" "低楼层" 2004 "无学区" "有地铁" "非免税" 138 25780 "50~100" "00~05" "1~2" "2~3万"
"朝阳" "北京像素南区" "2室1厅" 56 "南西" "常营二手房" "高楼层" 2012 "无学区" "有地铁" "非免税" 180 32143 "50~100" "10~15" "1~2" "3~4万"
"朝阳" "旭辉奥都" "1室1厅" 57 "西北" "北苑二手房" "低楼层" 2009 "无学区" "有地铁" "非免税" 190 33182 "50~100" "05~10" "1~2" "3~4万"
"昌平" "东亚奥北中心北区" "2室1厅" 91 "西北" "立水桥二手房" "高楼层" 2000 "无学区" "无地铁" "非免税" 180 19698 "50~100" "00~05" "1~2" "1~2万"
"丰台" "东亚三环" "1室0厅" 54 "南" "马家堡二手房" "高楼层" 2010 "无学区" "有地铁" "非免税" 160 29630 "50~100" "10~15" "1~2" "2~3万"
"朝阳" "明天第一城6号院" "2室1厅" 82 "南" "立水桥二手房" "低楼层" 2006 "无学区" "无地铁" "非免税" 196 23856 "50~100" "05~10" "1~2" "2~3万"
"朝阳" "北苑家园茉藜园" "3室1厅" 137 "南西" "北苑二手房" "低楼层" 2004 "无学区" "无地铁" "非免税" 450 32692 "100~150" "00~05" "4~5" "3~4万"
"昌平" "润枫欣尚" "1室1厅" 60 "西" "立水桥二手房" "中楼层" 2010 "无学区" "无地铁" "非免税" 145 24167 "50~100" "10~15" "1~2" "2~3万"
"朝阳" "北京像素北区" "2室1厅" 57 "东北" "常营二手房" "高楼层" 2011 "无学区" "有地铁" "非免税" 185 32457 "50~100" "10~15" "1~2" "3~4万"
"海淀" "立方庭" "1室1厅" 34 "南" "苏州桥二手房" "低楼层" 2008 "有学区" "有地铁" "非免税" 270 79110 "0~50" "05~10" "2~3" "7~8万"
"西城" "德胜凯旋" "1室1厅" 68 "北" "六铺炕二手房" "高楼层" 2009 "无学区" "无地铁" "非免税" 240 35295 "50~100" "05~10" "2~3" "3~4万"
"海淀" "SOCO公社" "1室0厅" 46 "北" "霍营二手房" "低楼层" 2011 "无学区" "无地铁" "非免税" 110 23914 "0~50" "10~15" "1~2" "2~3万"
"朝阳" "北京像素北区" "2室1厅" 40 "西北" "常营二手房" "高楼层" 2011 "无学区" "有地铁" "非免税" 135 33750 "0~50" "10~15" "1~2" "3~4万"
"朝阳" "美立方" "2室2厅" 53 "西南" "北苑二手房" "高楼层" 2011 "无学区" "无地铁" "非免税" 285 53774 "50~100" "10~15" "2~3" "5~6万"
"朝阳" "合生麒麟社" "1室1厅" 85 "东北" "望京二手房" "低楼层" 2010 "无学区" "无地铁" "非免税" 300 35295 "50~100" "10~15" "2~3" "3~4万"
"朝阳" "晨光家园" "1室1厅" 66 "南" "石佛营二手房" "高楼层" 2000 "无学区" "有地铁" "非免税" 215 32317 "50~100" "00~05" "2~3" "3~4万"
"朝阳" "国风北京一期" "2室2厅" 117 "东西" "望京二手房" "中楼层" 2006 "无学区" "有地铁" "非免税" 540 46048 "100~150" "05~10" "5~6" "4~5万"
"朝阳" "望京西园三区" "3室2厅" 153 "南北" "望京二手房" "低楼层" 2002 "无学区" "有地铁" "非免税" 430 27997 "150~200" "00~05" "4~5" "2~3万"
"东城" "新开路胡同" "9室9厅" 1222 "东南西北" "建国门内二手房" "低楼层" 1998 "无学区" "无地铁" "满五年唯一" 17000 139117 ">200" "95~00" ">10" ">10万"
"朝阳" "观音惠园" "3室2厅" 142 "南北" "百子湾二手房" "高楼层" 2007 "无学区" "无地铁" "满五年唯一" 330 23145 "100~150" "05~10" "3~4" "2~3万"
"朝阳" "双花园西里" "4室2厅" 139 "南北" "双井二手房" "中楼层" 1998 "无学区" "有地铁" "满五年唯一" 532 38014 "100~150" "95~00" "5~6" "3~4万"
"燕郊" "福城上上城三季" "2室2厅" 109 "南" "燕郊城区二手房" "高楼层" 2010 "无学区" "无地铁" "满五年唯一" 105 9634 "100~150" "10~15" "1~2" "0~1万"
"朝阳" "夏都盈座" "6室2厅" 319 "南" "望京二手房" "高楼层" 2002 "有学区" "有地铁" "满五年唯一" 1150 36027 ">200" "00~05" ">10" "3~4万"
"东城" "富贵园一区" "2室1厅" 93 "东南" "东花市二手房" "低楼层" 2004 "有学区" "有地铁" "满五年唯一" 645 69355 "50~100" "00~05" "6~7" "6~7万"
"大兴" "同兴园" "2室1厅" 72 "南北" "西红门二手房" "低楼层" 1997 "无学区" "无地铁" "非免税" 170 23612 "50~100" "95~00" "1~2" "2~3万"
"朝阳" "豪威家园" "3室2厅" 157 "东西" "和平里二手房" "低楼层" 2002 "有学区" "有地铁" "非免税" 900 57325 "150~200" "00~05" "8~9" "5~6万"
"海淀" "冠城北园" "3室2厅" 206 "南北" "马甸二手房" "中楼层" 2000 "无学区" "有地铁" "非免税" 1000 48542 ">200" "00~05" "9~10" "4~5万"
"海淀" "西三环北路82号院" "2室1厅" 54 "南北" "甘家口二手房" "低楼层" 1982 "有学区" "有地铁" "非免税" 355 65378 "50~100" "<1990" "3~4" "6~7万"
"大兴" "清澄名苑北区" "3室2厅" 167 "南西" "黄村中二手房" "高楼层" 2005 "无学区" "有地铁" "满五年唯一" 330 19650 "150~200" "05~10" "3~4" "1~2万"
"大兴" "青岛嘉园" "4室2厅" 246 "南北" "黄村北二手房" "高楼层" 2003 "无学区" "有地铁" "非免税" 560 22765 ">200" "00~05" "5~6" "2~3万"
"丰台" "南华小区" "3室1厅" 117 "南北" "马家堡二手房" "高楼层" 1997 "无学区" "有地铁" "满五年唯一" 340 28961 "100~150" "95~00" "3~4" "2~3万"
"海淀" "保利西山林语" "4室2厅" 161 "南北" "海淀北部新区二手房" "中楼层" 2009 "无学区" "无地铁" "非免税" 600 37268 "150~200" "05~10" "5~6" "3~4万"
"海淀" "紫金庄园" "2室1厅" 67 "南" "苏州桥二手房" "低楼层" 1998 "无学区" "无地铁" "非免税" 330 48984 "50~100" "95~00" "3~4" "4~5万"
"丰台" "珠江御景" "3室2厅" 139 "南北" "丰台其它二手房" "高楼层" 2006 "无学区" "无地铁" "满五年唯一" 280 20134 "100~150" "05~10" "2~3" "2~3万"
"大兴" "海子角东里" "5室2厅" 207 "南北" "观音寺二手房" "高楼层" 2005 "无学区" "无地铁" "满五年唯一" 310 14976 ">200" "05~10" "3~4" "1~2万"
"东城" "海晟名苑" "2室1厅" 94 "西" "工体二手房" "低楼层" 2004 "无学区" "有地铁" "非免税" 680 72187 "50~100" "00~05" "6~7" "7~8万"
"丰台" "保利百合" "2室2厅" 93 "南北" "丽泽二手房" "高楼层" 2009 "无学区" "有地铁" "非免税" 450 48388 "50~100" "05~10" "4~5" "4~5万"
"大兴" "双河南里" "3室1厅" 99 "南北" "观音寺二手房" "低楼层" 1998 "无学区" "无地铁" "非免税" 193 19495 "50~100" "95~00" "1~2" "1~2万"
"石景山" "模式口中里" "2室1厅" 62 "南北" "苹果园二手房" "低楼层" 1997 "无学区" "无地铁" "非免税" 174 27863 "50~100" "95~00" "1~2" "2~3万"
"东城" "南竹杆胡同" "3室1厅" 82 "南北" "朝阳门内二手房" "高楼层" 2003 "有学区" "有地铁" "满五年唯一" 540 65854 "50~100" "00~05" "5~6" "6~7万"
"顺义" "莫奈花园" "5室2厅" 368 "南北" "后沙峪二手房" "低楼层" 2005 "无学区" "无地铁" "满五年唯一" 1200 32609 ">200" "05~10" ">10" "3~4万"
"朝阳" "天泰北双苑" "3室1厅" 148 "南北" "双桥二手房" "高楼层" 2004 "无学区" "有地铁" "满五年唯一" 305 20582 "100~150" "00~05" "3~4" "2~3万"
"朝阳" "里外里公寓" "2室2厅" 133 "南北" "望京二手房" "低楼层" 2007 "无学区" "有地铁" "非免税" 500 37594 "100~150" "05~10" "4~5" "3~4万"
"昌平" "龙锦苑东一区" "3室2厅" 118 "南北" "霍营二手房" "高楼层" 2007 "无学区" "有地铁" "非免税" 260 21860 "100~150" "05~10" "2~3" "2~3万"
"朝阳" "棕榈泉国际公寓" "2室2厅" 137 "南西" "朝阳公园二手房" "低楼层" 2003 "无学区" "有地铁" "非免税" 800 58018 "100~150" "00~05" "7~8" "5~6万"
"燕郊" "星河皓月" "3室2厅" 127 "南北" "燕郊城区二手房" "中楼层" 2006 "无学区" "无地铁" "非免税" 168 13229 "100~150" "05~10" "1~2" "1~2万"
